Origin,Date,Price,Units
dollar_bananas,26/04/2002,0.68,£/kg
acp_bananas,26/04/2002,0.6,£/kg
eu_bananas,26/04/2002,0.64,£/kg
cameroon,26/04/2002,0.66,£/kg
colombia,26/04/2002,0.79,£/kg
costa_rica,26/04/2002,0.77,£/kg
ecuador,26/04/2002,0.66,£/kg
ivory_coast,26/04/2002,0.66,£/kg
martinique,26/04/2002,0.62,£/kg
windward_isles,26/04/2002,0.5,£/kg
guadeloupe,26/04/2002,0.71,£/kg
brazil,26/04/2002,0.68,£/kg
dollar_bananas,19/04/2002,0.72,£/kg
acp_bananas,19/04/2002,0.63,£/kg
eu_bananas,19/04/2002,0.64,£/kg
cameroon,19/04/2002,0.66,£/kg
colombia,19/04/2002,0.82,£/kg
costa_rica,19/04/2002,0.77,£/kg
ecuador,19/04/2002,0.77,£/kg
ivory_coast,19/04/2002,0.77,£/kg
panama,19/04/2002,0.77,£/kg
windward_isles,19/04/2002,0.5,£/kg
guadeloupe,19/04/2002,0.64,£/kg
brazil,19/04/2002,0.72,£/kg
dollar_bananas,12/04/2002,0.66,£/kg
acp_bananas,12/04/2002,0.61,£/kg
eu_bananas,12/04/2002,0.56,£/kg
cameroon,12/04/2002,0.66,£/kg
colombia,12/04/2002,0.77,£/kg
costa_rica,12/04/2002,0.73,£/kg
dominican_republic,12/04/2002,0.66,£/kg
ecuador,12/04/2002,0.88,£/kg
ivory_coast,12/04/2002,0.73,£/kg
martinique,12/04/2002,0.66,£/kg
guadeloupe,12/04/2002,0.55,£/kg
brazil,12/04/2002,0.69,£/kg
dollar_bananas,05/04/2002,0.71,£/kg
acp_bananas,05/04/2002,0.65,£/kg
eu_bananas,05/04/2002,0.66,£/kg
cameroon,05/04/2002,0.73,£/kg
colombia,05/04/2002,0.88,£/kg
costa_rica,05/04/2002,0.77,£/kg
dominican_republic,05/04/2002,0.73,£/kg
ecuador,05/04/2002,0.77,£/kg
martinique,05/04/2002,0.66,£/kg
panama,05/04/2002,0.84,£/kg
guadeloupe,05/04/2002,0.7,£/kg
brazil,05/04/2002,0.69,£/kg
dollar_bananas,29/03/2002,0.76,£/kg
acp_bananas,29/03/2002,0.72,£/kg
eu_bananas,29/03/2002,0.72,£/kg
cameroon,29/03/2002,0.77,£/kg
colombia,29/03/2002,0.88,£/kg
costa_rica,29/03/2002,0.77,£/kg
dominican_republic,29/03/2002,0.77,£/kg
ecuador,29/03/2002,0.77,£/kg
jamaica,29/03/2002,0.77,£/kg
martinique,29/03/2002,0.77,£/kg
panama,29/03/2002,0.88,£/kg
brazil,29/03/2002,0.78,£/kg
dollar_bananas,22/03/2002,0.76,£/kg
acp_bananas,22/03/2002,0.71,£/kg
eu_bananas,22/03/2002,0.65,£/kg
cameroon,22/03/2002,0.77,£/kg
colombia,22/03/2002,0.88,£/kg
costa_rica,22/03/2002,0.77,£/kg
dominican_republic,22/03/2002,0.77,£/kg
ecuador,22/03/2002,0.77,£/kg
honduras,22/03/2002,0.77,£/kg
jamaica,22/03/2002,0.77,£/kg
martinique,22/03/2002,0.73,£/kg
panama,22/03/2002,0.88,£/kg
windward_isles,22/03/2002,0.58,£/kg
venezuela,22/03/2002,0.75,£/kg
brazil,22/03/2002,0.77,£/kg
dollar_bananas,15/03/2002,0.72,£/kg
acp_bananas,15/03/2002,0.6,£/kg
eu_bananas,15/03/2002,0.58,£/kg
cameroon,15/03/2002,0.75,£/kg
colombia,15/03/2002,0.77,£/kg
costa_rica,15/03/2002,0.77,£/kg
dominican_republic,15/03/2002,0.62,£/kg
ecuador,15/03/2002,0.77,£/kg
ivory_coast,15/03/2002,0.77,£/kg
martinique,15/03/2002,0.75,£/kg
panama,15/03/2002,0.73,£/kg
windward_isles,15/03/2002,0.49,£/kg
guadeloupe,15/03/2002,0.55,£/kg
venezuela,15/03/2002,0.75,£/kg
brazil,15/03/2002,0.74,£/kg
dollar_bananas,08/03/2002,0.73,£/kg
acp_bananas,08/03/2002,0.72,£/kg
cameroon,08/03/2002,0.77,£/kg
colombia,08/03/2002,0.77,£/kg
costa_rica,08/03/2002,0.77,£/kg
ecuador,08/03/2002,0.73,£/kg
ivory_coast,08/03/2002,0.73,£/kg
jamaica,08/03/2002,0.77,£/kg
panama,08/03/2002,0.84,£/kg
venezuela,08/03/2002,0.75,£/kg
brazil,08/03/2002,0.74,£/kg
dollar_bananas,01/03/2002,0.72,£/kg
acp_bananas,01/03/2002,0.68,£/kg
eu_bananas,01/03/2002,0.64,£/kg
windward_isles,01/03/2002,0.68,£/kg
brazil,01/03/2002,0.72,£/kg
dollar_bananas,22/02/2002,0.68,£/kg
acp_bananas,22/02/2002,0.62,£/kg
eu_bananas,22/02/2002,0.56,£/kg
cameroon,22/02/2002,0.73,£/kg
colombia,22/02/2002,0.77,£/kg
costa_rica,22/02/2002,0.77,£/kg
ecuador,22/02/2002,0.73,£/kg
martinique,22/02/2002,0.57,£/kg
panama,22/02/2002,0.77,£/kg
windward_isles,22/02/2002,0.56,£/kg
venezuela,22/02/2002,0.61,£/kg
brazil,22/02/2002,0.65,£/kg
dollar_bananas,15/02/2002,0.65,£/kg
acp_bananas,15/02/2002,0.6,£/kg
eu_bananas,15/02/2002,0.71,£/kg
cameroon,15/02/2002,0.75,£/kg
colombia,15/02/2002,0.77,£/kg
costa_rica,15/02/2002,0.77,£/kg
ecuador,15/02/2002,0.77,£/kg
ivory_coast,15/02/2002,0.6,£/kg
martinique,15/02/2002,0.75,£/kg
panama,15/02/2002,0.73,£/kg
guadeloupe,15/02/2002,0.69,£/kg
venezuela,15/02/2002,0.54,£/kg
brazil,15/02/2002,0.63,£/kg
dollar_bananas,08/02/2002,0.66,£/kg
acp_bananas,08/02/2002,0.64,£/kg
cameroon,08/02/2002,0.73,£/kg
colombia,08/02/2002,0.77,£/kg
costa_rica,08/02/2002,0.75,£/kg
ecuador,08/02/2002,0.62,£/kg
ivory_coast,08/02/2002,0.75,£/kg
venezuela,08/02/2002,0.6,£/kg
brazil,08/02/2002,0.65,£/kg
dollar_bananas,01/02/2002,0.66,£/kg
acp_bananas,01/02/2002,0.62,£/kg
cameroon,01/02/2002,0.73,£/kg
colombia,01/02/2002,0.79,£/kg
costa_rica,01/02/2002,0.75,£/kg
ecuador,01/02/2002,0.62,£/kg
ivory_coast,01/02/2002,0.6,£/kg
panama,01/02/2002,0.79,£/kg
venezuela,01/02/2002,0.6,£/kg
brazil,01/02/2002,0.63,£/kg
dollar_bananas,25/01/2002,0.66,£/kg
acp_bananas,25/01/2002,0.63,£/kg
eu_bananas,25/01/2002,0.57,£/kg
cameroon,25/01/2002,0.71,£/kg
colombia,25/01/2002,0.77,£/kg
costa_rica,25/01/2002,0.77,£/kg
ecuador,25/01/2002,0.77,£/kg
ghana,25/01/2002,0.6,£/kg
martinique,25/01/2002,0.55,£/kg
panama,25/01/2002,0.77,£/kg
guadeloupe,25/01/2002,0.67,£/kg
venezuela,25/01/2002,0.69,£/kg
brazil,25/01/2002,0.63,£/kg
dollar_bananas,18/01/2002,0.6,£/kg
acp_bananas,18/01/2002,0.58,£/kg
eu_bananas,18/01/2002,0.52,£/kg
cameroon,18/01/2002,0.62,£/kg
colombia,18/01/2002,0.71,£/kg
costa_rica,18/01/2002,0.71,£/kg
ghana,18/01/2002,0.6,£/kg
martinique,18/01/2002,0.55,£/kg
panama,18/01/2002,0.68,£/kg
brazil,18/01/2002,0.57,£/kg
dollar_bananas,11/01/2002,0.53,£/kg
acp_bananas,11/01/2002,0.38,£/kg
eu_bananas,11/01/2002,0.33,£/kg
cameroon,11/01/2002,0.55,£/kg
colombia,11/01/2002,0.6,£/kg
costa_rica,11/01/2002,0.6,£/kg
dominican_republic,11/01/2002,0.33,£/kg
ecuador,11/01/2002,0.55,£/kg
honduras,11/01/2002,0.55,£/kg
ivory_coast,11/01/2002,0.48,£/kg
martinique,11/01/2002,0.51,£/kg
windward_isles,11/01/2002,0.26,£/kg
brazil,11/01/2002,0.52,£/kg
dollar_bananas,21/12/2001,0.41,£/kg
acp_bananas,21/12/2001,0.32,£/kg
eu_bananas,21/12/2001,0.35,£/kg
cameroon,21/12/2001,0.48,£/kg
colombia,21/12/2001,0.6,£/kg
costa_rica,21/12/2001,0.37,£/kg
dominican_republic,21/12/2001,0.33,£/kg
ecuador,21/12/2001,0.31,£/kg
ivory_coast,21/12/2001,0.44,£/kg
martinique,21/12/2001,0.37,£/kg
panama,21/12/2001,0.6,£/kg
windward_isles,21/12/2001,0.3,£/kg
brazil,21/12/2001,0.35,£/kg
dollar_bananas,14/12/2001,0.6,£/kg
acp_bananas,14/12/2001,0.53,£/kg
eu_bananas,14/12/2001,0.47,£/kg
cameroon,14/12/2001,0.55,£/kg
colombia,14/12/2001,0.66,£/kg
costa_rica,14/12/2001,0.66,£/kg
panama,14/12/2001,0.66,£/kg
guadeloupe,14/12/2001,0.47,£/kg
dollar_bananas,07/12/2001,0.54,£/kg
acp_bananas,07/12/2001,0.51,£/kg
eu_bananas,07/12/2001,0.5,£/kg
cameroon,07/12/2001,0.55,£/kg
colombia,07/12/2001,0.68,£/kg
costa_rica,07/12/2001,0.66,£/kg
ecuador,07/12/2001,0.48,£/kg
honduras,07/12/2001,0.55,£/kg
jamaica,07/12/2001,0.55,£/kg
martinique,07/12/2001,0.55,£/kg
panama,07/12/2001,0.62,£/kg
guadeloupe,07/12/2001,0.47,£/kg
brazil,07/12/2001,0.53,£/kg
dollar_bananas,30/11/2001,0.55,£/kg
acp_bananas,30/11/2001,0.46,£/kg
eu_bananas,30/11/2001,0.44,£/kg
cameroon,30/11/2001,0.55,£/kg
colombia,30/11/2001,0.66,£/kg
costa_rica,30/11/2001,0.55,£/kg
dominican_republic,30/11/2001,0.48,£/kg
honduras,30/11/2001,0.55,£/kg
ivory_coast,30/11/2001,0.55,£/kg
martinique,30/11/2001,0.44,£/kg
panama,30/11/2001,0.66,£/kg
windward_isles,30/11/2001,0.38,£/kg
st_vincent,30/11/2001,0.39,£/kg
brazil,30/11/2001,0.53,£/kg
dollar_bananas,23/11/2001,0.55,£/kg
acp_bananas,23/11/2001,0.46,£/kg
cameroon,23/11/2001,0.6,£/kg
colombia,23/11/2001,0.55,£/kg
costa_rica,23/11/2001,0.68,£/kg
dominican_republic,23/11/2001,0.55,£/kg
honduras,23/11/2001,0.55,£/kg
ivory_coast,23/11/2001,0.51,£/kg
panama,23/11/2001,0.71,£/kg
windward_isles,23/11/2001,0.38,£/kg
st_vincent,23/11/2001,0.39,£/kg
dollar_bananas,16/11/2001,0.5,£/kg
acp_bananas,16/11/2001,0.43,£/kg
cameroon,16/11/2001,0.55,£/kg
colombia,16/11/2001,0.68,£/kg
costa_rica,16/11/2001,0.66,£/kg
ghana,16/11/2001,0.48,£/kg
ivory_coast,16/11/2001,0.48,£/kg
windward_isles,16/11/2001,0.41,£/kg
dollar_bananas,09/11/2001,0.52,£/kg
acp_bananas,09/11/2001,0.46,£/kg
eu_bananas,09/11/2001,0.4,£/kg
cameroon,09/11/2001,0.55,£/kg
colombia,09/11/2001,0.66,£/kg
costa_rica,09/11/2001,0.55,£/kg
dominican_republic,09/11/2001,0.42,£/kg
ecuador,09/11/2001,0.55,£/kg
martinique,09/11/2001,0.42,£/kg
panama,09/11/2001,0.42,£/kg
guadeloupe,09/11/2001,0.42,£/kg
brazil,09/11/2001,0.53,£/kg
dollar_bananas,02/11/2001,0.48,£/kg
acp_bananas,02/11/2001,0.48,£/kg
eu_bananas,02/11/2001,0.38,£/kg
cameroon,02/11/2001,0.55,£/kg
colombia,02/11/2001,0.62,£/kg
costa_rica,02/11/2001,0.55,£/kg
dominican_republic,02/11/2001,0.37,£/kg
ecuador,02/11/2001,0.55,£/kg
honduras,02/11/2001,0.51,£/kg
ivory_coast,02/11/2001,0.55,£/kg
jamaica,02/11/2001,0.6,£/kg
martinique,02/11/2001,0.4,£/kg
panama,02/11/2001,0.55,£/kg
windward_isles,02/11/2001,0.46,£/kg
brazil,02/11/2001,0.42,£/kg
dollar_bananas,26/10/2001,0.47,£/kg
acp_bananas,26/10/2001,0.43,£/kg
eu_bananas,26/10/2001,0.31,£/kg
cameroon,26/10/2001,0.55,£/kg
colombia,26/10/2001,0.62,£/kg
costa_rica,26/10/2001,0.55,£/kg
dominican_republic,26/10/2001,0.37,£/kg
ecuador,26/10/2001,0.55,£/kg
ghana,26/10/2001,0.37,£/kg
honduras,26/10/2001,0.51,£/kg
ivory_coast,26/10/2001,0.55,£/kg
jamaica,26/10/2001,0.6,£/kg
panama,26/10/2001,0.55,£/kg
windward_isles,26/10/2001,0.38,£/kg
guadeloupe,26/10/2001,0.31,£/kg
brazil,26/10/2001,0.45,£/kg
dollar_bananas,19/10/2001,0.51,£/kg
acp_bananas,19/10/2001,0.46,£/kg
eu_bananas,19/10/2001,0.44,£/kg
cameroon,19/10/2001,0.62,£/kg
colombia,19/10/2001,0.66,£/kg
costa_rica,19/10/2001,0.62,£/kg
ecuador,19/10/2001,0.66,£/kg
ivory_coast,19/10/2001,0.44,£/kg
guadeloupe,19/10/2001,0.44,£/kg
brazil,19/10/2001,0.42,£/kg
dollar_bananas,12/10/2001,0.58,£/kg
acp_bananas,12/10/2001,0.55,£/kg
eu_bananas,12/10/2001,0.46,£/kg
cameroon,12/10/2001,0.66,£/kg
colombia,12/10/2001,0.75,£/kg
costa_rica,12/10/2001,0.73,£/kg
martinique,12/10/2001,0.48,£/kg
panama,12/10/2001,0.71,£/kg
dollar_bananas,05/10/2001,0.56,£/kg
acp_bananas,05/10/2001,0.57,£/kg
eu_bananas,05/10/2001,0.5,£/kg
cameroon,05/10/2001,0.62,£/kg
colombia,05/10/2001,0.73,£/kg
costa_rica,05/10/2001,0.73,£/kg
ecuador,05/10/2001,0.62,£/kg
honduras,05/10/2001,0.62,£/kg
jamaica,05/10/2001,0.73,£/kg
martinique,05/10/2001,0.55,£/kg
panama,05/10/2001,0.66,£/kg
surinam,05/10/2001,0.5,£/kg
guadeloupe,05/10/2001,0.5,£/kg
brazil,05/10/2001,0.52,£/kg
dollar_bananas,28/09/2001,0.56,£/kg
acp_bananas,28/09/2001,0.54,£/kg
eu_bananas,28/09/2001,0.52,£/kg
cameroon,28/09/2001,0.62,£/kg
colombia,28/09/2001,0.71,£/kg
costa_rica,28/09/2001,0.71,£/kg
ecuador,28/09/2001,0.55,£/kg
ivory_coast,28/09/2001,0.55,£/kg
martinique,28/09/2001,0.55,£/kg
guadeloupe,28/09/2001,0.52,£/kg
brazil,28/09/2001,0.52,£/kg
dollar_bananas,21/09/2001,0.55,£/kg
acp_bananas,21/09/2001,0.53,£/kg
eu_bananas,21/09/2001,0.5,£/kg
cameroon,21/09/2001,0.62,£/kg
colombia,21/09/2001,0.71,£/kg
costa_rica,21/09/2001,0.71,£/kg
ecuador,21/09/2001,0.55,£/kg
ivory_coast,21/09/2001,0.55,£/kg
martinique,21/09/2001,0.55,£/kg
guadeloupe,21/09/2001,0.5,£/kg
brazil,21/09/2001,0.5,£/kg
dollar_bananas,14/09/2001,0.62,£/kg
acp_bananas,14/09/2001,0.61,£/kg
eu_bananas,14/09/2001,0.59,£/kg
cameroon,14/09/2001,0.71,£/kg
colombia,14/09/2001,0.71,£/kg
costa_rica,14/09/2001,0.73,£/kg
ecuador,14/09/2001,0.71,£/kg
ivory_coast,14/09/2001,0.66,£/kg
jamaica,14/09/2001,0.73,£/kg
martinique,14/09/2001,0.71,£/kg
panama,14/09/2001,0.73,£/kg
guadeloupe,14/09/2001,0.55,£/kg
brazil,14/09/2001,0.55,£/kg
dollar_bananas,07/09/2001,0.68,£/kg
acp_bananas,07/09/2001,0.66,£/kg
eu_bananas,07/09/2001,0.68,£/kg
cameroon,07/09/2001,0.71,£/kg
colombia,07/09/2001,0.71,£/kg
costa_rica,07/09/2001,0.73,£/kg
ecuador,07/09/2001,0.71,£/kg
honduras,07/09/2001,0.71,£/kg
ivory_coast,07/09/2001,0.71,£/kg
jamaica,07/09/2001,0.62,£/kg
martinique,07/09/2001,0.71,£/kg
panama,07/09/2001,0.73,£/kg
brazil,07/09/2001,0.68,£/kg
dollar_bananas,31/08/2001,0.56,£/kg
acp_bananas,31/08/2001,0.53,£/kg
eu_bananas,31/08/2001,0.49,£/kg
cameroon,31/08/2001,0.62,£/kg
colombia,31/08/2001,0.71,£/kg
costa_rica,31/08/2001,0.62,£/kg
dominican_republic,31/08/2001,0.55,£/kg
ecuador,31/08/2001,0.55,£/kg
ivory_coast,31/08/2001,0.62,£/kg
jamaica,31/08/2001,0.62,£/kg
martinique,31/08/2001,0.55,£/kg
panama,31/08/2001,0.71,£/kg
brazil,31/08/2001,0.54,£/kg
dollar_bananas,24/08/2001,0.57,£/kg
acp_bananas,24/08/2001,0.5,£/kg
eu_bananas,24/08/2001,0.48,£/kg
cameroon,24/08/2001,0.62,£/kg
colombia,24/08/2001,0.62,£/kg
costa_rica,24/08/2001,0.75,£/kg
dominican_republic,24/08/2001,0.55,£/kg
ecuador,24/08/2001,0.66,£/kg
honduras,24/08/2001,0.66,£/kg
ivory_coast,24/08/2001,0.55,£/kg
martinique,24/08/2001,0.55,£/kg
panama,24/08/2001,0.75,£/kg
brazil,24/08/2001,0.52,£/kg
dollar_bananas,17/08/2001,0.58,£/kg
acp_bananas,17/08/2001,0.59,£/kg
eu_bananas,17/08/2001,0.55,£/kg
cameroon,17/08/2001,0.64,£/kg
colombia,17/08/2001,0.64,£/kg
costa_rica,17/08/2001,0.62,£/kg
ecuador,17/08/2001,0.62,£/kg
ivory_coast,17/08/2001,0.62,£/kg
martinique,17/08/2001,0.55,£/kg
panama,17/08/2001,0.64,£/kg
brazil,17/08/2001,0.56,£/kg
dollar_bananas,10/08/2001,0.53,£/kg
acp_bananas,10/08/2001,0.53,£/kg
eu_bananas,10/08/2001,0.49,£/kg
cameroon,10/08/2001,0.62,£/kg
colombia,10/08/2001,0.55,£/kg
costa_rica,10/08/2001,0.62,£/kg
dominican_republic,10/08/2001,0.55,£/kg
ecuador,10/08/2001,0.57,£/kg
ivory_coast,10/08/2001,0.62,£/kg
martinique,10/08/2001,0.55,£/kg
panama,10/08/2001,0.62,£/kg
brazil,10/08/2001,0.55,£/kg
dollar_bananas,03/08/2001,0.56,£/kg
acp_bananas,03/08/2001,0.56,£/kg
eu_bananas,03/08/2001,0.52,£/kg
belize,03/08/2001,0.66,£/kg
cameroon,03/08/2001,0.66,£/kg
colombia,03/08/2001,0.66,£/kg
costa_rica,03/08/2001,0.66,£/kg
dominican_republic,03/08/2001,0.55,£/kg
ecuador,03/08/2001,0.66,£/kg
ivory_coast,03/08/2001,0.55,£/kg
martinique,03/08/2001,0.55,£/kg
panama,03/08/2001,0.66,£/kg
surinam,03/08/2001,0.52,£/kg
windward_isles,03/08/2001,0.64,£/kg
brazil,03/08/2001,0.58,£/kg
dollar_bananas,27/07/2001,0.49,£/kg
acp_bananas,27/07/2001,0.48,£/kg
eu_bananas,27/07/2001,0.38,£/kg
belize,27/07/2001,0.66,£/kg
cameroon,27/07/2001,0.66,£/kg
colombia,27/07/2001,0.66,£/kg
costa_rica,27/07/2001,0.66,£/kg
dominican_republic,27/07/2001,0.44,£/kg
ecuador,27/07/2001,0.66,£/kg
ivory_coast,27/07/2001,0.44,£/kg
martinique,27/07/2001,0.44,£/kg
panama,27/07/2001,0.71,£/kg
windward_isles,27/07/2001,0.64,£/kg
venezuela,27/07/2001,0.38,£/kg
brazil,27/07/2001,0.48,£/kg
dollar_bananas,20/07/2001,0.53,£/kg
acp_bananas,20/07/2001,0.54,£/kg
eu_bananas,20/07/2001,0.49,£/kg
belize,20/07/2001,0.66,£/kg
cameroon,20/07/2001,0.66,£/kg
colombia,20/07/2001,0.66,£/kg
costa_rica,20/07/2001,0.66,£/kg
ecuador,20/07/2001,0.71,£/kg
ghana,20/07/2001,0.55,£/kg
ivory_coast,20/07/2001,0.55,£/kg
martinique,20/07/2001,0.55,£/kg
panama,20/07/2001,0.66,£/kg
windward_isles,20/07/2001,0.64,£/kg
guadeloupe,20/07/2001,0.49,£/kg
venezuela,20/07/2001,0.42,£/kg
brazil,20/07/2001,0.58,£/kg
dollar_bananas,13/07/2001,0.72,£/kg
acp_bananas,13/07/2001,0.7,£/kg
eu_bananas,13/07/2001,0.64,£/kg
belize,13/07/2001,0.75,£/kg
cameroon,13/07/2001,0.75,£/kg
colombia,13/07/2001,0.79,£/kg
costa_rica,13/07/2001,0.79,£/kg
ecuador,13/07/2001,0.75,£/kg
panama,13/07/2001,0.82,£/kg
windward_isles,13/07/2001,0.73,£/kg
guadeloupe,13/07/2001,0.64,£/kg
brazil,13/07/2001,0.75,£/kg
dollar_bananas,06/07/2001,0.75,£/kg
acp_bananas,06/07/2001,0.72,£/kg
belize,06/07/2001,0.73,£/kg
cameroon,06/07/2001,0.77,£/kg
colombia,06/07/2001,0.79,£/kg
costa_rica,06/07/2001,0.79,£/kg
ecuador,06/07/2001,0.77,£/kg
panama,06/07/2001,0.82,£/kg
surinam,06/07/2001,0.73,£/kg
windward_isles,06/07/2001,0.72,£/kg
brazil,06/07/2001,0.78,£/kg
dollar_bananas,29/06/2001,0.72,£/kg
acp_bananas,29/06/2001,0.67,£/kg
eu_bananas,29/06/2001,0.64,£/kg
cameroon,29/06/2001,0.73,£/kg
colombia,29/06/2001,0.79,£/kg
costa_rica,29/06/2001,0.79,£/kg
ecuador,29/06/2001,0.73,£/kg
martinique,29/06/2001,0.66,£/kg
panama,29/06/2001,0.79,£/kg
brazil,29/06/2001,0.76,£/kg
dollar_bananas,22/06/2001,0.7,£/kg
acp_bananas,22/06/2001,0.67,£/kg
eu_bananas,22/06/2001,0.64,£/kg
cameroon,22/06/2001,0.73,£/kg
colombia,22/06/2001,0.77,£/kg
costa_rica,22/06/2001,0.77,£/kg
ecuador,22/06/2001,0.73,£/kg
jamaica,22/06/2001,0.77,£/kg
martinique,22/06/2001,0.66,£/kg
panama,22/06/2001,0.77,£/kg
brazil,22/06/2001,0.73,£/kg
dollar_bananas,15/06/2001,0.68,£/kg
acp_bananas,15/06/2001,0.65,£/kg
eu_bananas,15/06/2001,0.65,£/kg
cameroon,15/06/2001,0.71,£/kg
costa_rica,15/06/2001,0.77,£/kg
ecuador,15/06/2001,0.71,£/kg
ivory_coast,15/06/2001,0.77,£/kg
jamaica,15/06/2001,0.71,£/kg
martinique,15/06/2001,0.66,£/kg
panama,15/06/2001,0.71,£/kg
guadeloupe,15/06/2001,0.73,£/kg
st_vincent,15/06/2001,0.62,£/kg
brazil,15/06/2001,0.65,£/kg
dollar_bananas,08/06/2001,0.65,£/kg
acp_bananas,08/06/2001,0.61,£/kg
eu_bananas,08/06/2001,0.61,£/kg
cameroon,08/06/2001,0.71,£/kg
colombia,08/06/2001,0.71,£/kg
costa_rica,08/06/2001,0.77,£/kg
ecuador,08/06/2001,0.71,£/kg
ghana,08/06/2001,0.66,£/kg
ivory_coast,08/06/2001,0.66,£/kg
martinique,08/06/2001,0.66,£/kg
panama,08/06/2001,0.71,£/kg
surinam,08/06/2001,0.6,£/kg
st_vincent,08/06/2001,0.6,£/kg
brazil,08/06/2001,0.68,£/kg
dollar_bananas,01/06/2001,0.67,£/kg
acp_bananas,01/06/2001,0.6,£/kg
eu_bananas,01/06/2001,0.61,£/kg
cameroon,01/06/2001,0.66,£/kg
colombia,01/06/2001,0.77,£/kg
costa_rica,01/06/2001,0.77,£/kg
ecuador,01/06/2001,0.71,£/kg
ivory_coast,01/06/2001,0.66,£/kg
martinique,01/06/2001,0.66,£/kg
panama,01/06/2001,0.77,£/kg
st_vincent,01/06/2001,0.6,£/kg
dollar_bananas,25/05/2001,0.69,£/kg
acp_bananas,25/05/2001,0.67,£/kg
eu_bananas,25/05/2001,0.61,£/kg
cameroon,25/05/2001,0.77,£/kg
colombia,25/05/2001,0.71,£/kg
costa_rica,25/05/2001,0.77,£/kg
ecuador,25/05/2001,0.77,£/kg
ivory_coast,25/05/2001,0.71,£/kg
martinique,25/05/2001,0.66,£/kg
panama,25/05/2001,0.77,£/kg
surinam,25/05/2001,0.61,£/kg
brazil,25/05/2001,0.73,£/kg
dollar_bananas,18/05/2001,0.7,£/kg
acp_bananas,18/05/2001,0.67,£/kg
cameroon,18/05/2001,0.77,£/kg
costa_rica,18/05/2001,0.77,£/kg
ecuador,18/05/2001,0.77,£/kg
ivory_coast,18/05/2001,0.66,£/kg
martinique,18/05/2001,0.71,£/kg
panama,18/05/2001,0.77,£/kg
brazil,18/05/2001,0.7,£/kg
dollar_bananas,11/05/2001,0.72,£/kg
acp_bananas,11/05/2001,0.71,£/kg
cameroon,11/05/2001,0.77,£/kg
costa_rica,11/05/2001,0.77,£/kg
ecuador,11/05/2001,0.77,£/kg
panama,11/05/2001,0.77,£/kg
surinam,11/05/2001,0.68,£/kg
brazil,11/05/2001,0.73,£/kg
dollar_bananas,04/05/2001,0.72,£/kg
acp_bananas,04/05/2001,0.72,£/kg
cameroon,04/05/2001,0.77,£/kg
colombia,04/05/2001,0.77,£/kg
costa_rica,04/05/2001,0.77,£/kg
ecuador,04/05/2001,0.71,£/kg
ivory_coast,04/05/2001,0.66,£/kg
jamaica,04/05/2001,0.73,£/kg
brazil,04/05/2001,0.75,£/kg
dollar_bananas,27/04/2001,0.7,£/kg
acp_bananas,27/04/2001,0.66,£/kg
eu_bananas,27/04/2001,0.63,£/kg
cameroon,27/04/2001,0.77,£/kg
colombia,27/04/2001,0.77,£/kg
costa_rica,27/04/2001,0.71,£/kg
ecuador,27/04/2001,0.77,£/kg
ivory_coast,27/04/2001,0.66,£/kg
jamaica,27/04/2001,0.68,£/kg
martinique,27/04/2001,0.66,£/kg
panama,27/04/2001,0.82,£/kg
windward_isles,27/04/2001,0.62,£/kg
guadeloupe,27/04/2001,0.62,£/kg
brazil,27/04/2001,0.78,£/kg
dollar_bananas,20/04/2001,0.78,£/kg
acp_bananas,20/04/2001,0.73,£/kg
eu_bananas,20/04/2001,0.73,£/kg
cameroon,20/04/2001,0.84,£/kg
colombia,20/04/2001,0.88,£/kg
costa_rica,20/04/2001,0.84,£/kg
ecuador,20/04/2001,0.82,£/kg
ivory_coast,20/04/2001,0.77,£/kg
jamaica,20/04/2001,0.75,£/kg
martinique,20/04/2001,0.77,£/kg
windward_isles,20/04/2001,0.71,£/kg
brazil,20/04/2001,0.81,£/kg
dollar_bananas,13/04/2001,0.79,£/kg
acp_bananas,13/04/2001,0.77,£/kg
eu_bananas,13/04/2001,0.78,£/kg
belize,13/04/2001,0.82,£/kg
cameroon,13/04/2001,0.82,£/kg
colombia,13/04/2001,0.88,£/kg
costa_rica,13/04/2001,0.84,£/kg
ecuador,13/04/2001,0.82,£/kg
ivory_coast,13/04/2001,0.82,£/kg
jamaica,13/04/2001,0.75,£/kg
martinique,13/04/2001,0.82,£/kg
panama,13/04/2001,0.82,£/kg
guatemala,13/04/2001,0.76,£/kg
brazil,13/04/2001,0.79,£/kg
dollar_bananas,06/04/2001,0.81,£/kg
acp_bananas,06/04/2001,0.82,£/kg
eu_bananas,06/04/2001,0.79,£/kg
belize,06/04/2001,0.84,£/kg
cameroon,06/04/2001,0.88,£/kg
colombia,06/04/2001,0.9,£/kg
costa_rica,06/04/2001,0.88,£/kg
ecuador,06/04/2001,0.84,£/kg
honduras,06/04/2001,0.88,£/kg
martinique,06/04/2001,0.84,£/kg
panama,06/04/2001,0.82,£/kg
brazil,06/04/2001,0.79,£/kg
dollar_bananas,30/03/2001,0.87,£/kg
acp_bananas,30/03/2001,0.84,£/kg
cameroon,30/03/2001,0.9,£/kg
colombia,30/03/2001,0.9,£/kg
costa_rica,30/03/2001,0.9,£/kg
ecuador,30/03/2001,0.88,£/kg
honduras,30/03/2001,0.9,£/kg
